Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
SC2,20/08/16,Airdrie Utd,Stranraer,1,0,H,1,0,H,2.05,3.75,2.8,2.1,3.75,2.7,2.15,3.45,2.8,2.25,3.6,2.9,2.3,3.73,3.05,2.1,3.75,3.1,2.25,3.7,3,52,2.34,2.18,3.85,3.57,3.1,2.86,37,1.66,1.61,2.32,2.19,25,-0.25,2.05,1.95,1.9,1.84,2.17,3.77,3.29
SC2,20/08/16,Alloa,East Fife,2,1,H,2,0,H,1.57,4.5,4.75,1.57,4.33,4.2,1.55,3.9,4.65,1.62,3.8,5.25,1.63,4.16,5.71,1.53,4.33,5.5,1.62,4.1,5.4,52,1.67,1.58,4.5,4.02,5.71,4.85,37,1.76,1.67,2.38,2.1,25,-0.75,1.84,1.78,2.1,2.02,1.76,4.03,4.67
SC2,20/08/16,Brechin,Queens Park,0,0,D,0,0,D,1.85,4,3.5,2,3.7,2.95,1.9,3.5,3.4,1.95,3.6,3.6,1.94,3.76,4.01,2.1,3.75,3.1,1.95,3.75,3.7,51,2.1,1.95,4,3.6,4.01,3.38,37,1.79,1.7,2.25,2.04,19,-0.5,1.95,1.9,1.98,1.86,1.89,3.78,4.23
SC2,20/08/16,Livingston,Stenhousemuir,4,1,H,2,0,H,1.36,5,7.5,1.4,4.5,5.75,1.35,4.6,6.5,1.36,4.75,7.5,1.39,5.27,8.29,1.4,5,6.5,1.36,5.2,8,52,1.4,1.36,5.27,4.74,8.35,6.97,38,1.56,1.5,2.6,2.43,23,-1.25,1.9,1.82,2.06,1.97,1.43,5.2,7.33
SC2,20/08/16,Peterhead,Albion Rvs,2,2,D,1,0,H,1.8,3.8,3.6,1.7,3.8,3.9,1.8,3.55,3.6,1.83,3.75,4,1.85,4.03,4.17,1.67,4.2,4.5,1.87,3.75,4,52,1.87,1.79,4.2,3.74,4.5,3.85,38,1.75,1.69,2.38,2.06,19,-0.5,1.93,1.85,2.06,1.92,1.9,3.78,4.17
SC2,27/08/16,Albion Rvs,Alloa,0,4,A,0,0,D,3.4,3.6,1.91,3.1,3.7,1.95,3.55,3.4,1.85,3.6,3.6,1.95,3.85,3.65,2.01,3.75,4,1.83,3.75,3.7,1.95,49,3.85,3.52,4,3.53,2.01,1.91,32,1.88,1.77,2.4,1.96,23,0.5,1.94,1.85,2.02,1.93,3.89,3.8,1.96
SC2,27/08/16,East Fife,Brechin,1,2,A,1,1,D,2.25,3.75,2.63,2.25,3.7,2.55,2.2,3.35,2.8,2.3,3.4,3,2.34,3.59,3.08,2.25,3.75,2.8,2.3,3.5,3,49,2.34,2.25,3.75,3.43,3.08,2.82,32,1.81,1.72,2.12,2.02,23,-0.25,2.02,1.96,1.89,1.83,2.22,3.65,3.28
SC2,27/08/16,Queens Park,Livingston,1,0,H,1,0,H,3.2,3.8,1.91,3.1,3.6,1.95,3.25,3.5,1.95,3.5,3.6,2,3.65,3.74,2.04,3.1,3.75,2.1,3.6,3.8,1.95,49,3.65,3.28,3.85,3.58,2.1,1.97,32,1.71,1.64,2.32,2.14,20,0.25,2.19,2.08,1.79,1.73,4.45,3.83,1.84
SC2,27/08/16,Stenhousemuir,Airdrie Utd,2,2,D,1,0,H,3.4,3.6,1.91,3.1,3.7,1.95,3.3,3.6,1.9,3.4,3.75,2,3.64,3.85,2.02,3.1,3.75,2.1,3.5,3.8,2,50,3.64,3.31,3.95,3.63,2.1,1.95,33,1.61,1.57,2.43,2.28,23,0.5,1.89,1.83,2.02,1.95,3.34,3.73,2.16
SC2,27/08/16,Stranraer,Peterhead,1,0,H,1,0,H,2.38,3.75,2.5,2.25,3.7,2.55,2.3,3.45,2.6,2.4,3.5,2.7,2.52,3.65,2.78,2.25,3.6,3,2.5,3.6,2.7,50,2.52,2.37,3.75,3.46,3,2.63,34,1.68,1.64,2.28,2.14,24,0,1.89,1.81,2.04,1.98,2.33,3.89,2.96
SC2,10/09/16,Albion Rvs,Stenhousemuir,4,0,H,0,0,D,1.8,3.75,4.2,1.78,3.5,3.8,1.8,3.55,3.8,1.85,3.6,4,1.91,3.81,4.1,1.83,3.8,4,1.83,3.8,4.2,53,1.91,1.82,3.81,3.58,4.25,3.86,36,1.72,1.68,2.19,2.08,26,-0.5,1.91,1.83,2.07,1.96,1.92,3.83,4.05
SC2,10/09/16,Alloa,Livingston,1,3,A,0,3,A,2.15,3.75,3,2.25,3.25,2.8,2.2,3.25,2.85,2.25,3.4,3,2.38,3.56,3.04,2.25,3.4,3.1,2.25,3.5,3.13,53,2.4,2.23,3.75,3.37,3.13,2.92,35,1.9,1.79,2.1,1.92,27,-0.25,2.04,1.95,1.92,1.84,2.43,3.67,2.89
SC2,10/09/16,Brechin,Airdrie Utd,3,2,H,1,1,D,2.4,3.75,2.63,2.35,3.2,2.7,2.35,3.35,2.55,2.4,3.4,2.75,2.49,3.58,2.86,2.5,3.4,2.7,2.45,3.6,2.75,53,2.5,2.4,3.75,3.35,2.86,2.66,37,1.75,1.71,2.16,2.03,28,0,1.88,1.81,2.08,1.99,2.57,3.38,2.9
SC2,10/09/16,East Fife,Stranraer,2,0,H,1,0,H,2.4,3.3,2.88,2.3,3.3,2.7,2.3,3.3,2.7,2.4,3.4,2.8,2.46,3.57,2.91,2.5,3.4,2.7,2.45,3.4,2.88,53,2.5,2.37,3.6,3.36,2.91,2.71,36,1.77,1.7,2.2,2.05,26,-0.25,2.14,2.07,1.8,1.74,2.48,3.5,2.93
SC2,10/09/16,Peterhead,Queens Park,2,0,H,0,0,D,2.05,3.6,3.4,2.1,3.3,3,2.05,3.3,3.1,2.15,3.5,3.25,2.16,3.72,3.29,2,3.75,3.4,2.15,3.6,3.25,51,2.25,2.07,3.76,3.43,3.52,3.18,34,1.85,1.76,2.08,1.96,26,-0.25,1.9,1.83,2.08,1.97,2.12,3.72,3.45
