Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
I2,03/09/16,Brescia,Frosinone,2,0,H,1,0,H,3.25,3,2.38,3.1,3.1,2.4,2.8,2.9,2.5,3,3.2,2.4,3.25,3.23,2.44,2.8,3.1,2.5,3.2,3.13,2.4,55,3.25,3.04,3.23,3.1,2.5,2.35,44,2.15,2.04,1.81,1.73,28,0.25,1.85,1.8,2.09,2.01,3.14,3.2,2.53
I2,03/09/16,Perugia,Bari,0,1,A,0,0,D,2.25,3,3.5,2.35,3,3.3,2.3,2.8,3.1,2.3,3,3.4,2.34,3.13,3.59,2.25,3,3.3,2.3,3,3.5,53,2.35,2.27,3.13,3.02,3.59,3.26,38,2.53,2.38,1.57,1.53,26,-0.25,2.01,1.95,1.96,1.87,2.1,3.18,4.26
I2,04/09/16,Carpi,Benevento,1,1,D,0,0,D,1.62,3.4,6.5,1.65,3.5,6,1.65,3.3,4.9,1.65,3.4,6,1.66,3.63,6.86,1.7,3.4,5,1.65,3.4,6.25,54,1.7,1.65,3.63,3.4,6.86,5.65,39,2.48,2.34,1.6,1.55,27,-0.75,1.94,1.87,2.02,1.93,1.68,3.67,6.31
I2,04/09/16,Cittadella,Ternana,2,0,H,1,0,H,2.05,3.1,4,2.15,3.1,3.7,2.1,2.9,3.4,2.1,3,3.8,2.19,3.14,4.02,2.1,3.1,3.6,2.1,3.1,3.9,54,2.19,2.1,3.17,3.07,4.02,3.61,38,2.5,2.28,1.63,1.57,27,-0.25,1.85,1.8,2.09,2.01,2.07,3.23,4.31
I2,04/09/16,Latina,Spezia,0,0,D,0,0,D,3.25,3,2.38,3.1,3,2.45,3.1,2.8,2.3,3.2,3,2.38,3.36,3.17,2.43,3,3,2.4,3.3,3,2.4,55,3.36,3.1,3.17,3.02,2.45,2.36,40,2.42,2.28,1.61,1.57,28,0.25,1.86,1.8,2.09,2.01,3.19,3.02,2.63
I2,04/09/16,Pisa,Novara,1,0,H,1,0,H,4.2,3.1,2,3.9,3.2,2.05,3.7,2.9,2,3.8,3.1,2.05,4.16,3.26,2.09,4,3,2,4.2,3,2.1,54,4.2,3.86,3.26,3.1,2.11,2.01,39,2.53,2.38,1.57,1.53,26,0.25,2.16,2.09,1.79,1.73,3.16,3.15,2.56
I2,04/09/16,Salernitana,Verona,1,1,D,0,1,A,3.6,3,2.2,3.3,3.1,2.2,3.1,2.8,2.3,3.3,3.1,2.2,3.59,3.21,2.3,3.1,3.1,2.3,3.5,3.13,2.25,55,3.6,3.31,3.21,3.08,2.3,2.22,45,2.25,2.12,1.74,1.67,28,0.25,1.99,1.91,1.97,1.9,3.41,3.25,2.36
I2,04/09/16,Spal,Vicenza,3,0,H,2,0,H,2.15,3,3.8,2.25,3.1,3.4,2.1,2.9,3.4,2.2,3,3.6,2.24,3.16,3.79,2.38,3,3.1,2.3,3.1,3.1,52,2.38,2.2,3.16,3.03,3.8,3.41,37,2.53,2.42,1.56,1.51,25,-0.25,1.93,1.88,2.01,1.94,1.84,3.51,5.08
I2,04/09/16,Trapani,Pro Vercelli,1,1,D,0,1,A,1.83,3.25,4.75,1.9,3.4,4.25,1.9,3,4,1.85,3.3,4.33,1.93,3.48,4.58,1.95,3.25,3.8,1.9,3.3,4.6,53,1.95,1.88,3.48,3.3,4.75,4.14,40,2.21,2.09,1.75,1.68,25,-0.5,1.95,1.88,2.02,1.93,1.88,3.47,4.89
I2,04/09/16,Virtus Entella,Avellino,2,0,H,1,0,H,2.1,3.1,3.8,2.15,3.2,3.6,2.1,2.9,3.4,2.15,3.1,3.6,2.22,3.24,3.76,2.2,3.1,3.3,2.2,3.1,3.7,53,2.23,2.15,3.25,3.09,3.8,3.46,38,2.3,2.19,1.68,1.62,26,-0.25,1.91,1.84,2.05,1.98,2.34,3.21,3.48
I2,07/09/16,Ternana,Pisa,1,0,H,1,0,H,2,3.3,3.8,2,3.2,3.75,1.9,3,4,2.05,3.1,3.8,2.13,3.27,3.99,2,3,4,2.15,3,4,49,2.15,2.03,3.3,3.14,4,3.73,35,2.41,2.31,1.61,1.56,23,-0.5,2.13,2.04,1.84,1.78,2.75,2.91,3.14
I2,09/09/16,Cesena,Carpi,1,0,H,0,0,D,2.88,3,2.6,2.75,3,2.8,2.6,2.8,2.8,2.9,2.9,2.62,3.08,3,2.72,2.7,2.8,2.75,3,2.9,2.7,56,3.08,2.84,3.05,2.92,2.8,2.63,39,2.5,2.35,1.62,1.55,29,0,2.08,1.99,1.86,1.82,3.18,2.97,2.67
I2,10/09/16,Ascoli,Spal,1,1,D,0,1,A,2.4,3,3.2,2.35,3.1,3.3,2.4,2.8,3,2.5,2.9,3.1,2.62,3.05,3.18,2.4,3,3,2.5,3,3.2,54,2.62,2.44,3.1,2.98,3.3,3.02,38,2.5,2.36,1.6,1.55,27,-0.25,2.19,2.08,1.8,1.76,3.78,3.11,2.28
I2,10/09/16,Avellino,Trapani,0,0,D,0,0,D,2.38,3.1,3.1,2.35,3.2,3.2,2.2,2.8,3.3,2.25,3.1,3.3,2.32,3.28,3.46,2.3,3.1,3.1,2.3,3.13,3.4,55,2.38,2.27,3.28,3.12,3.46,3.17,43,2.17,2.07,1.83,1.71,28,-0.25,2.01,1.95,1.94,1.86,2.37,3.26,3.37
I2,10/09/16,Benevento,Verona,2,0,H,1,0,H,3.25,3.1,2.3,3.5,3.1,2.25,3.3,2.8,2.2,3.4,3.1,2.25,3.63,3.19,2.29,3.3,3.1,2.2,3.5,3.1,2.25,55,3.63,3.33,3.19,3.07,2.3,2.22,38,2.32,2.2,1.67,1.62,28,0.25,1.97,1.9,1.98,1.92,2.87,3.16,2.77
I2,10/09/16,Brescia,Perugia,1,1,D,0,0,D,2.6,3.1,2.8,2.55,3.1,3,2.6,2.8,2.8,2.62,3,2.8,2.71,3.1,3,2.62,3,2.7,2.7,3,2.88,55,2.71,2.57,3.15,3.01,3,2.8,42,2.25,2.13,1.75,1.66,28,0,1.91,1.83,2.03,1.98,2.92,3.09,2.79
I2,10/09/16,Frosinone,Latina,2,1,H,0,0,D,1.73,3.75,4.6,1.75,3.5,5.25,1.75,3.1,4.5,1.75,3.4,5.25,1.76,3.55,5.72,1.75,3.4,4.6,1.75,3.4,5.5,55,1.8,1.74,3.75,3.39,5.72,4.84,42,2.25,2.18,1.72,1.64,28,-0.75,2.06,1.99,1.92,1.82,2.03,3.25,4.43
I2,10/09/16,Novara,Salernitana,1,0,H,1,0,H,1.91,3.4,4,1.95,3.25,4.33,1.9,3,4,1.91,3.25,4.2,1.96,3.37,4.56,1.91,3.25,4,1.91,3.3,4.5,55,1.96,1.91,3.5,3.25,4.56,4.07,43,2.23,2.12,1.75,1.68,27,-0.5,1.97,1.91,1.98,1.9,1.79,3.61,5.25
I2,10/09/16,Pro Vercelli,Cittadella,1,5,A,0,2,A,2.4,3,3.2,2.45,3.1,3.1,2.3,2.8,3.1,2.5,2.9,3,2.62,3.04,3.18,2.4,3,3,2.6,2.9,3.1,55,2.62,2.45,3.1,2.97,3.2,2.99,39,2.46,2.35,1.59,1.55,27,-0.25,2.19,2.1,1.78,1.73,2.88,3.07,2.84
I2,10/09/16,Vicenza,Bari,0,0,D,0,0,D,3.2,3,2.4,3.1,3,2.55,3,2.8,2.4,3,3,2.5,3.24,3,2.6,3,3,2.4,3.3,2.9,2.5,55,3.3,3.02,3.05,2.95,2.6,2.45,38,2.54,2.41,1.56,1.52,28,0.25,1.81,1.75,2.18,2.09,2.67,3.06,3.09
I2,11/09/16,Ternana,Spezia,1,1,D,0,0,D,3.2,3,2.38,3.2,3.1,2.4,3,2.8,2.4,3.1,3,2.4,3.44,3.02,2.48,3,3,2.4,3.4,2.9,2.45,55,3.44,3.13,3.1,2.96,2.48,2.38,38,2.54,2.42,1.56,1.52,28,0.25,1.85,1.78,2.11,2.03,3.74,3.17,2.26
I2,12/09/16,Virtus Entella,Pisa,0,0,D,0,0,D,1.95,3.2,4.2,1.91,3.3,4.4,1.85,3,4.2,1.91,3.1,4.5,1.96,3.25,4.81,2,3.2,3.8,1.93,3.2,4.6,54,2,1.92,3.4,3.16,4.81,4.15,37,2.36,2.26,1.64,1.58,27,-0.5,1.99,1.92,1.96,1.88,2.06,3.11,4.59
